review_rank,review_priority,review_reasons,audit_label,scope,lines_year,precinct_key,county_norm,prec_id,split_count,district_weights,dominant_district,dominant_area_weight,total_area_weight,normalized_non_dominant_share,unallocated_area_weight,cvap_total,non_dominant_cvap_exposure,unallocated_cvap_exposure,has_precinct_cvap,max_non_dominant_vote_exposure,top_vote_exposure_contest,max_2024_total_votes,max_2024_non_dominant_vote_exposure,top_2024_vote_exposure_contest,closest_2024_abs_margin_pct,closest_2024_margin_contest,max_2024_margin_sensitivity,top_2024_margin_sensitivity_contest,contests_reviewed
845,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004824,KNOX,004824,4,18:0.999073;15:0.000364;8:0.000328;19:0.000234,18,0.99907349,1.0,0.00092651,0.0,5278.0,4.8901,0.0,True,4.2703,president_2024,4609.0,4.2703,president_2024,29.6651,us_senate_2024,0.0476,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
846,low,close_2024_precinct_margin;multiway_split,state_senate_2022,state_senate,2022,KNOX - 004844,KNOX,004844,3,5:0.999055;7:0.000879;12:0.000066,5,0.99905534,1.0,0.00094466,0.0,5175.0,4.8886,0.0,True,3.0824,president_2020,3072.0,2.902,president_2024,0.7487,president_2024,2.8296,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
847,low,review_if_needed,state_house_2022,state_house,2022,RUTHERFORD - 007687,RUTHERFORD,007687,2,37:0.997262;48:0.002738,37,0.9972619,1.0,0.0027381,0.0,1768.0,4.841,0.0,True,1.4676,president_2020,412.0,1.1281,us_senate_2024,41.7476,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
848,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001916,DAVIDSON,001916,2,5:0.997578;7:0.002422,5,0.99757806,1.0,0.00242194,0.0,1989.0,4.8172,0.0,True,8.2782,governor_2022,1889.0,4.575,president_2024,26.522,president_2024,0.5304,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
849,low,multiway_split,state_house_2022,state_house,2022,BRADLEY - 000505,BRADLEY,000505,3,22:0.999162;23:0.000480;24:0.000357,22,0.99916246,1.0,0.00083754,0.0,5727.0,4.7966,0.0,True,3.2053,president_2024,3827.0,3.2053,president_2024,66.2137,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
850,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003473,HAMILTON,003473,2,30:0.998590;29:0.001410,30,0.99858996,1.0,0.00141004,0.0,3398.0,4.7913,0.0,True,4.3049,president_2020,1533.0,2.1616,us_senate_2024,28.3846,president_2024,0.1161,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
851,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008120,SHELBY,008120,2,29:0.997853;30:0.002147,29,0.99785307,1.0,0.00214693,0.0,2226.0,4.7791,0.0,True,2.9799,president_2024,1388.0,2.9799,president_2024,28.7381,us_senate_2024,0.1238,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
852,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008142,SHELBY,008142,2,33:0.998580;29:0.001420,33,0.99858028,1.0,0.00141972,0.0,3366.0,4.7788,0.0,True,2.6904,president_2020,1378.0,1.9564,president_2024,86.976,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
853,low,close_2024_precinct_margin,congressional_2026,congressional,2026,RUTHERFORD - 007674,RUTHERFORD,007674,2,9:0.999000;4:0.001000,9,0.99900039,1.0,0.00099961,0.0,4778.0,4.7761,0.0,True,2.7419,president_2020,2261.0,2.2601,president_2024,8.3145,us_senate_2024,1.599,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
854,low,close_2024_precinct_margin,congressional_2026,congressional,2026,DAVIDSON - 001815,DAVIDSON,001815,2,7:0.998873;6:0.001127,7,0.99887313,1.0,0.00112687,0.0,4236.0,4.7734,0.0,True,2.5828,president_2020,209.0,0.2355,president_2024,6.2802,us_senate_2024,0.1845,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
855,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001807,DAVIDSON,001807,2,54:0.998990;58:0.001010,54,0.99899045,1.0,0.00100955,0.0,4718.0,4.7631,0.0,True,1.9505,president_2020,659.0,0.6653,president_2024,70.9627,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
856,low,review_if_needed,congressional_2026,congressional,2026,MAURY - 005957,MAURY,005957,2,5:0.999065;9:0.000935,5,0.99906524,1.0,0.00093476,0.0,5068.0,4.7374,0.0,True,3.0782,president_2020,850.0,0.7945,president_2024,68.284,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
857,low,review_if_needed,state_senate_2022,state_senate,2022,SEVIER - 007975,SEVIER,007975,2,8:0.998321;9:0.001679,8,0.99832135,1.0,0.00167865,0.0,2822.0,4.7371,0.0,True,3.4748,president_2024,2070.0,3.4748,president_2024,57.3909,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
858,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003436,HAMILTON,003436,2,27:0.998109;26:0.001891,27,0.99810884,1.0,0.00189116,0.0,2486.0,4.7014,0.0,True,2.4074,president_2020,1054.0,1.9933,president_2024,22.296,president_2024,0.5119,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
859,low,review_if_needed,state_senate_2022,state_senate,2022,DAVIDSON - 001832,DAVIDSON,001832,2,20:0.997655;19:0.002345,20,0.99765529,1.0,0.00234471,0.0,1982.0,4.6472,0.0,True,3.51,president_2020,1149.0,2.6941,president_2024,63.0783,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
860,low,multiway_split,state_house_2022,state_house,2022,SEVIER - 007968,SEVIER,007968,3,12:0.999331;19:0.000603;8:0.000066,12,0.99933091,1.0,0.00066909,0.0,6872.0,4.598,0.0,True,2.9547,president_2024,4416.0,2.9547,president_2024,59.0742,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
861,low,multiway_split,state_senate_2022,state_senate,2022,SEVIER - 007968,SEVIER,007968,3,8:0.999331;6:0.000603;2:0.000066,8,0.99933091,1.0,0.00066909,0.0,6872.0,4.598,0.0,True,2.9547,president_2024,4416.0,2.9547,president_2024,59.0742,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
862,low,review_if_needed,congressional_2022,congressional,2022,SEVIER - 007968,SEVIER,007968,2,1:0.999331;2:0.000669,1,0.99933091,1.0,0.00066909,0.0,6872.0,4.598,0.0,True,2.9547,president_2024,4416.0,2.9547,president_2024,59.0742,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
863,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008089,SHELBY,008089,2,31:0.999090;30:0.000910,31,0.99909047,1.0,0.00090953,0.0,5047.0,4.5904,0.0,True,3.6945,president_2020,3265.0,2.9696,president_2024,18.1317,president_2024,1.1748,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
864,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004823,KNOX,004823,3,19:0.998831;18:0.000961;8:0.000208,19,0.99883126,1.0,0.00116874,0.0,3923.0,4.585,0.0,True,6.9107,president_2024,5913.0,6.9107,president_2024,22.0058,us_senate_2024,1.8384,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
865,low,multiway_split,state_house_2022,state_house,2022,DAVIDSON - 001880,DAVIDSON,001880,3,58:0.998038;52:0.001646;51:0.000316,58,0.99803807,1.0,0.00196193,0.0,2327.0,4.5654,0.0,True,2.37,president_2020,819.0,1.6068,president_2024,28.9377,president_2024,0.0569,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
866,low,multiway_split,state_house_2022,state_house,2022,SHELBY - 008064,SHELBY,008064,4,88:0.998827;86:0.000755;99:0.000418;98:0.000001,88,0.99882661,1.0,0.00117339,0.0,3851.0,4.5187,0.0,True,3.9191,president_2024,3340.0,3.9191,president_2024,42.9042,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
867,low,multiway_split,state_house_2022,state_house,2022,HAMBLEN - 003257,HAMBLEN,003257,3,10:0.998756;11:0.001239;9:0.000005,10,0.9987557,1.0,0.0012443,0.0,3603.0,4.4832,0.0,True,2.8171,president_2024,2264.0,2.8171,president_2024,62.2803,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
868,low,review_if_needed,state_house_2022,state_house,2022,DAVIDSON - 001814,DAVIDSON,001814,2,54:0.999195;50:0.000805,54,0.99919522,1.0,0.00080478,0.0,5525.0,4.4464,0.0,True,2.3902,president_2020,2907.0,2.3395,president_2024,54.7196,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
869,low,review_if_needed,state_house_2022,state_house,2022,CLAIBORNE - 001201,CLAIBORNE,001201,2,9:0.998587;36:0.001413,9,0.99858671,1.0,0.00141329,0.0,3138.0,4.4349,0.0,True,2.4831,president_2024,1757.0,2.4831,president_2024,63.4874,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
870,low,review_if_needed,congressional_2026,congressional,2026,CAMPBELL - 000601,CAMPBELL,000601,2,6:0.993622;2:0.006378,6,0.99362215,1.0,0.00637785,0.0,693.0,4.4199,0.0,True,2.2896,president_2024,359.0,2.2896,president_2024,64.2442,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
871,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004860,KNOX,004860,2,6:0.997183;7:0.002817,6,0.9971828,1.0,0.0028172,0.0,1559.0,4.392,0.0,True,1.9439,president_2020,524.0,1.4762,president_2024,27.2901,president_2024,0.1333,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
872,low,review_if_needed,state_senate_2022,state_senate,2022,DAVIDSON - 001942,DAVIDSON,001942,2,21:0.999217;20:0.000783,21,0.9992172,1.0,0.0007828,0.0,5604.0,4.3868,0.0,True,2.6599,president_2020,1237.0,0.9683,president_2024,29.5069,president_2024,0.0159,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
873,low,review_if_needed,state_house_2022,state_house,2022,HENRY - 004109,HENRY,004109,2,74:0.998430;76:0.001570,74,0.99843009,1.0,0.00156991,0.0,2794.0,4.3863,0.0,True,2.5009,president_2020,1156.0,1.8148,president_2024,40.6574,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
874,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001918,DAVIDSON,001918,2,5:0.998659;7:0.001341,5,0.99865854,1.0,0.00134146,0.0,3264.0,4.3785,0.0,True,3.4341,president_2020,1987.0,2.6655,us_senate_2024,15.8617,president_2024,1.2436,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
875,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004846,KNOX,004846,2,5:0.999388;7:0.000612,5,0.99938826,1.0,0.00061174,0.0,7108.0,4.3483,0.0,True,2.6348,president_2020,1717.0,1.0504,president_2024,13.9196,president_2024,0.563,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
876,low,review_if_needed,state_senate_2022,state_senate,2022,KNOX - 004828,KNOX,004828,2,7:0.999383;5:0.000617,7,0.99938334,1.0,0.00061666,0.0,7011.0,4.3234,0.0,True,2.9988,president_2020,1.0,0.0006,president_2024,100.0,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
877,low,review_if_needed,state_house_2022,state_house,2022,HAMILTON - 003462,HAMILTON,003462,2,27:0.993325;26:0.006675,27,0.99332473,1.0,0.00667527,0.0,645.0,4.3055,0.0,True,3.9317,president_2020,372.0,2.4832,president_2024,56.5574,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
878,low,review_if_needed,state_house_2022,state_house,2022,CLAIBORNE - 001206,CLAIBORNE,001206,2,36:0.998464;9:0.001536,36,0.99846382,1.0,0.00153618,0.0,2801.0,4.3028,0.0,True,2.1722,president_2020,598.0,0.9186,president_2024,60.678,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
879,low,close_2024_precinct_margin,state_house_2022,state_house,2022,KNOX - 004880,KNOX,004880,2,16:0.998925;90:0.001075,16,0.99892489,1.0,0.00107511,0.0,3986.0,4.2854,0.0,True,3.2963,president_2024,3066.0,3.2963,president_2024,0.6854,us_senate_2024,3.2188,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
880,low,multiway_split,state_senate_2022,state_senate,2022,KNOX - 004890,KNOX,004890,3,7:0.998215;5:0.001560;6:0.000225,7,0.99821501,1.0,0.00178499,0.0,2373.0,4.2358,0.0,True,2.5918,president_2024,1452.0,2.5918,president_2024,59.7232,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
881,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001918,DAVIDSON,001918,2,7:0.998706;6:0.001294,7,0.99870641,1.0,0.00129359,0.0,3264.0,4.2223,0.0,True,3.3116,president_2020,1987.0,2.5704,us_senate_2024,15.8617,president_2024,1.1992,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
882,low,review_if_needed,congressional_2026,congressional,2026,SEVIER - 007968,SEVIER,007968,2,1:0.999393;2:0.000607,1,0.99939339,1.0,0.00060661,0.0,6872.0,4.1686,0.0,True,2.6788,president_2024,4416.0,2.6788,president_2024,59.0742,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
883,low,review_if_needed,state_house_2022,state_house,2022,BRADLEY - 000509,BRADLEY,000509,2,24:0.999339;22:0.000661,24,0.99933895,1.0,0.00066105,0.0,6290.0,4.158,0.0,True,1.2732,president_2020,1886.0,1.2467,president_2024,32.6276,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
884,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004892,KNOX,004892,3,16:0.999518;33:0.000262;89:0.000221,16,0.99951751,1.0,0.00048249,0.0,8596.0,4.1475,0.0,True,5.4044,president_2024,11201.0,5.4044,president_2024,37.4575,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
885,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001876,DAVIDSON,001876,2,6:0.994523;7:0.005477,6,0.99452296,1.0,0.00547704,0.0,754.0,4.1297,0.0,True,15.2974,president_2024,2793.0,15.2974,president_2024,18.618,president_2024,5.8038,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
886,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001924,DAVIDSON,001924,2,5:0.999195;6:0.000805,5,0.99919504,1.0,0.00080496,0.0,5110.0,4.1133,0.0,True,2.0824,president_2020,1169.0,0.941,president_2024,34.7305,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
887,low,review_if_needed,state_house_2022,state_house,2022,KNOX - 004894,KNOX,004894,2,15:0.996616;90:0.003384,15,0.99661589,1.0,0.00338411,0.0,1210.0,4.0948,0.0,True,16.3791,president_2024,4840.0,16.3791,president_2024,28.719,president_2024,0.6994,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
888,low,multiway_split,state_house_2022,state_house,2022,WASHINGTON - 009329,WASHINGTON,009329,3,6:0.998269;7:0.001322;5:0.000409,6,0.99826923,1.0,0.00173077,0.0,2354.0,4.0742,0.0,True,2.3919,president_2024,1382.0,2.3919,president_2024,35.9617,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
889,low,review_if_needed,congressional_2022,congressional,2022,SHELBY - 008222,SHELBY,008222,2,9:0.999345;8:0.000655,9,0.99934451,1.0,0.00065549,0.0,6214.0,4.0732,0.0,True,2.304,president_2020,2057.0,1.3483,president_2024,76.5265,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
890,low,multiway_split,state_house_2022,state_house,2022,ROANE - 007472,ROANE,007472,3,32:0.998810;41:0.000959;25:0.000232,32,0.99880956,1.0,0.00119044,0.0,3408.0,4.057,0.0,True,2.2416,president_2024,1883.0,2.2416,president_2024,46.9919,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
891,low,review_if_needed,congressional_2026,congressional,2026,SHELBY - 008176,SHELBY,008176,2,8:0.999155;9:0.000845,8,0.99915499,1.0,0.00084501,0.0,4788.0,4.0459,0.0,True,2.4472,president_2020,1749.0,1.4779,president_2024,80.1075,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
892,low,review_if_needed,state_house_2022,state_house,2022,KNOX - 004887,KNOX,004887,2,16:0.999422;19:0.000578,16,0.9994215,1.0,0.0005785,0.0,6991.0,4.0443,0.0,True,2.8057,president_2024,4850.0,2.8057,president_2024,44.6262,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
893,low,multiway_split,state_house_2022,state_house,2022,SUMNER - 008625,SUMNER,008625,3,45:0.998876;66:0.000859;50:0.000265,45,0.99887557,1.0,0.00112443,0.0,3596.0,4.0435,0.0,True,2.5435,president_2024,2262.0,2.5435,president_2024,56.6893,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
894,low,multiway_split,state_senate_2022,state_senate,2022,SUMNER - 008625,SUMNER,008625,3,18:0.998876;23:0.000859;20:0.000265,18,0.99887557,1.0,0.00112443,0.0,3596.0,4.0435,0.0,True,2.5435,president_2024,2262.0,2.5435,president_2024,56.6893,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
895,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,SHELBY - 008226,SHELBY,008226,2,32:0.998139;30:0.001861,32,0.99813944,1.0,0.00186056,0.0,2173.0,4.043,0.0,True,1.3619,president_2020,49.0,0.0912,president_2024,4.0816,president_2024,0.0788,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
896,low,review_if_needed,congressional_2022,congressional,2022,WILLIAMSON - 009739,WILLIAMSON,009739,2,7:0.999264;5:0.000736,7,0.99926351,1.0,0.00073649,0.0,5484.0,4.0389,0.0,True,3.4284,president_2020,3299.0,2.4297,president_2024,16.702,president_2024,1.077,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
897,low,multiway_split,state_house_2022,state_house,2022,MONTGOMERY - 006470,MONTGOMERY,006470,3,75:0.999310;68:0.000409;67:0.000281,75,0.99930987,1.0,0.00069013,0.0,5848.0,4.0359,0.0,True,2.3002,president_2024,3333.0,2.3002,president_2024,34.5635,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
898,low,multiway_split,state_senate_2022,state_senate,2022,LAUDERDALE - 005063,LAUDERDALE,005063,3,32:0.998356;25:0.001615;26:0.000028,32,0.99835627,1.0,0.00164373,0.0,2434.0,4.0008,0.0,True,2.3226,president_2020,1373.0,2.2568,president_2024,51.5659,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
899,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008221,SHELBY,008221,2,31:0.998923;33:0.001077,31,0.9989235,1.0,0.0010765,0.0,3688.0,3.9701,0.0,True,2.3339,president_2020,104.0,0.112,president_2024,49.0385,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
900,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008189,SHELBY,008189,2,30:0.999254;29:0.000746,30,0.99925367,1.0,0.00074633,0.0,5300.0,3.9556,0.0,True,1.6636,president_2024,2229.0,1.6636,president_2024,74.0603,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
901,low,review_if_needed,congressional_2022,congressional,2022,DAVIDSON - 001852,DAVIDSON,001852,2,6:0.997456;5:0.002544,6,0.99745572,1.0,0.00254428,0.0,1552.0,3.9487,0.0,True,4.1243,governor_2022,865.0,2.2008,president_2024,26.0921,us_senate_2024,0.2841,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
902,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004896,KNOX,004896,3,14:0.999451;18:0.000432;89:0.000117,14,0.9994506,1.0,0.0005494,0.0,7176.0,3.9425,0.0,True,3.0904,president_2020,2672.0,1.468,president_2024,23.4656,president_2024,0.3197,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
903,low,review_if_needed,congressional_2026,congressional,2026,DAVIDSON - 001924,DAVIDSON,001924,2,4:0.999235;7:0.000765,4,0.99923501,1.0,0.00076499,0.0,5110.0,3.9091,0.0,True,1.979,president_2020,1169.0,0.8943,president_2024,34.7305,president_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
904,low,review_if_needed,congressional_2026,congressional,2026,ANDERSON - 000004,ANDERSON,000004,2,3:0.998970;2:0.001030,3,0.99896964,1.0,0.00103036,0.0,3772.0,3.8865,0.0,True,2.2658,president_2020,847.0,0.8727,president_2024,62.2302,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
905,low,review_if_needed,state_house_2022,state_house,2022,WILLIAMSON - 009719,WILLIAMSON,009719,2,61:0.999105;63:0.000895,61,0.99910504,1.0,0.00089496,0.0,4327.0,3.8725,0.0,True,3.8349,president_2020,4170.0,3.732,us_senate_2024,24.6997,president_2024,0.6581,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
906,low,multiway_split,state_senate_2022,state_senate,2022,RUTHERFORD - 007669,RUTHERFORD,007669,3,13:0.999530;14:0.000366;27:0.000105,13,0.99952959,1.0,0.00047041,0.0,8230.0,3.8715,0.0,True,3.8056,president_2024,8090.0,3.8056,president_2024,34.8677,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
907,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,DAVIDSON - 001927,DAVIDSON,001927,2,21:0.998925;20:0.001075,21,0.99892473,1.0,0.00107527,0.0,3591.0,3.8613,0.0,True,3.1871,us_senate_2024,2964.0,3.1871,us_senate_2024,2.5304,us_senate_2024,2.9183,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
908,low,review_if_needed,state_house_2022,state_house,2022,FENTRESS - 002554,FENTRESS,002554,2,41:0.997293;38:0.002707,41,0.99729265,1.0,0.00270735,0.0,1419.0,3.8417,0.0,True,1.7002,president_2024,628.0,1.7002,president_2024,73.3668,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
909,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008122,SHELBY,008122,2,30:0.999022;29:0.000978,30,0.999022,1.0,0.000978,0.0,3925.0,3.8386,0.0,True,1.9139,president_2020,1377.0,1.3467,president_2024,70.4066,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
910,low,multiway_split,state_house_2022,state_house,2022,PUTNAM - 007253,PUTNAM,007253,4,42:0.998571;41:0.000897;40:0.000419;25:0.000113,42,0.99857139,1.0,0.00142861,0.0,2680.0,3.8287,0.0,True,2.5601,president_2020,1484.0,2.1201,president_2024,55.7837,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
911,low,review_if_needed,state_house_2022,state_house,2022,SHELBY - 008090,SHELBY,008090,2,83:0.999019;85:0.000981,83,0.99901923,1.0,0.00098077,0.0,3886.0,3.8113,0.0,True,2.4274,president_2024,2475.0,2.4274,president_2024,26.1414,president_2024,0.3122,president_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
912,low,multiway_split,state_house_2022,state_house,2022,ANDERSON - 000004,ANDERSON,000004,4,33:0.998993;16:0.000472;89:0.000438;41:0.000097,33,0.9989926,1.0,0.0010074,0.0,3772.0,3.7999,0.0,True,2.2153,president_2020,847.0,0.8533,president_2024,62.2302,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
913,low,multiway_split,state_house_2022,state_house,2022,JEFFERSON - 004602,JEFFERSON,004602,3,17:0.999158;11:0.000438;10:0.000404,17,0.999158,1.0,0.000842,0.0,4499.0,3.7882,0.0,True,1.7758,president_2024,2109.0,1.7758,president_2024,49.8791,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
914,low,review_if_needed,state_senate_2022,state_senate,2022,SHELBY - 008161,SHELBY,008161,2,33:0.999045;29:0.000955,33,0.99904507,1.0,0.00095493,0.0,3936.0,3.7586,0.0,True,2.6356,president_2024,2760.0,2.6356,president_2024,50.4969,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
915,low,review_if_needed,congressional_2026,congressional,2026,ROANE - 007472,ROANE,007472,2,3:0.998897;6:0.001103,3,0.99889719,1.0,0.00110281,0.0,3408.0,3.7584,0.0,True,2.0766,president_2024,1883.0,2.0766,president_2024,46.9919,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
916,low,review_if_needed,state_house_2022,state_house,2022,CLAIBORNE - 001210,CLAIBORNE,001210,2,9:0.999132;36:0.000868,9,0.99913225,1.0,0.00086775,0.0,4317.0,3.7461,0.0,True,1.5862,president_2020,1515.0,1.3146,president_2024,63.8024,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
917,low,multiway_split,state_house_2022,state_house,2022,KNOX - 004890,KNOX,004890,4,16:0.998427;33:0.000692;19:0.000617;41:0.000264,16,0.99842653,1.0,0.00157347,0.0,2373.0,3.7338,0.0,True,2.2847,president_2024,1452.0,2.2847,president_2024,59.7232,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
918,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,RUTHERFORD - 007674,RUTHERFORD,007674,2,13:0.999221;14:0.000779,13,0.99922077,1.0,0.00077923,0.0,4778.0,3.7232,0.0,True,2.1374,president_2020,2261.0,1.7618,president_2024,8.3145,us_senate_2024,1.2465,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
919,low,close_2024_precinct_margin,state_senate_2022,state_senate,2022,KNOX - 004881,KNOX,004881,2,6:0.998576;7:0.001424,6,0.99857557,1.0,0.00142443,0.0,2606.0,3.7121,0.0,True,2.6893,us_senate_2024,1888.0,2.6893,us_senate_2024,1.0064,us_senate_2024,2.5991,us_senate_2024,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
920,low,multiway_split,state_house_2022,state_house,2022,SEVIER - 007967,SEVIER,007967,3,12:0.999217;19:0.000514;17:0.000270,12,0.99921653,1.0,0.00078347,0.0,4722.0,3.6995,0.0,True,2.236,president_2020,1746.0,1.3679,president_2024,62.4056,us_senate_2024,0.0,,governor_2022;president_2020;president_2024;us_senate_2020;us_senate_2024
